ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Gorenak, Vinko	M	1955
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Muršič, Bojana	F	1971
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	notMP				Klemenčič, Goran	M	-
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	Levica	Združena levica	Opposition	Tašner Vatovec, Matej	M	1983
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Dimic, Iva	F	1972
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	ZaAB	Zavezništvo Alenke Bratušek	Opposition	Möderndorfer, Jani	M	1965
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Murgel, Jasna	F	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SMC	Stranka Mira Cerarja	Coalition	Brglez, Milan	M	1967
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Kotnik Poropat, Marjana	F	1944
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Muršič, Bojana	F	1971
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Gorenak, Vinko	M	1955
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Dobovšek, Bojan	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u29	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u30	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Bah Žibert, Anja	F	1973
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u31	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u32	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Kotnik Poropat, Marjana	F	1944
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u33	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u34	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Gorenak, Vinko	M	1955
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u35	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u36	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Kotnik Poropat, Marjana	F	1944
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u37	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u38	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Gorenak, Vinko	M	1955
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u39	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u40	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Irgl, Eva	F	1976
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u41	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u42	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Dekleva, Erika	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u43	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u44	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Breznik, Franc	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u45	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u46	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Mahnič, Žan	M	1990
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u47	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u48	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Gantar, Tomaž	M	1960
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u49	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u50	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Logar, Anže	M	1976
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u51	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u52	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Gantar, Tomaž	M	1960
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u53	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u54	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Čuš, Andrej	M	1990
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u55	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u56	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Kopmajer, Benedikt	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u57	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u58	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u59	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u60	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Korenjak Kramar, Ksenija	F	1975
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u61	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u62	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Breznik, Franc	M	1970
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u63	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u64	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Gorenak, Vinko	M	1955
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u65	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u66	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	notMP				Brecelj, Tina	F	-
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u67	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u68	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Gorenak, Vinko	M	1955
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u69	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u70	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u71	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u72	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u73	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u74	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SMC	Stranka Mira Cerarja	Coalition	Kavčič, Aleksander	M	1972
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u75	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u76	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u77	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Katič, Andreja	F	1969
ParlaMint-SI_2014-11-20-SDZ7-Redna-02.u78	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 2, 20.11.2014	2014-11-20	2014-11-20	Lower house	7		2			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Logar, Anže	M	1976
